Title	Creator	Description	Date	Date is Approximate?	Source	Subject	Category	Coverage	Rights	Language	Digitization Specifications	Date Digital	Identifier	Publisher	Relation	Collection	Type	Media Type	Format	Ordering Information	Website	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Photograph 8			1969		20-159							2010-08	20-159h			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/234	234	244.jp2	/spec_uihp/image/244.jp2
Marching Band Photo Group 20-159			1969		20-159		University of Idaho Marching Band		Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-159	University of Idaho Library		University of Idaho Publications Department Negatives	Image;StillImage	Color negative	.jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/235	235	245.cpd	/spec_uihp/image/245.cpd
Photograph 1			1969		20-160							2010-08	20-160a			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/236	236	246.jp2	/spec_uihp/image/246.jp2
Photograph 2			1969		20-160				Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-160b			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/237	237	247.jp2	/spec_uihp/image/247.jp2
Photograph 3			1969		20-160				Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-160c			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/238	238	248.jp2	/spec_uihp/image/248.jp2
Photograph 4			1969		20-160				Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-160d			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/239	239	249.jp2	/spec_uihp/image/249.jp2
Photograph 5			1969		20-160				Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-160e			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/240	240	250.jp2	/spec_uihp/image/250.jp2
Marching Band Photo Group 20-160			1969		20-160		University of Idaho Marching Band		Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-160	University of Idaho Library		University of Idaho Publications Department Negatives	Image;StillImage	Black and white negative	.jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/241	241	251.cpd	/spec_uihp/image/251.cpd
Photograph 1			196?		20-197							2010-08	20-197a			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/242	242	277.jp2	/spec_uihp/image/277.jp2
Photograph 2			196?		20-197							2010-08	20-197b			University of Idaho Publications Department Negatives				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/243	243	278.jp2	/spec_uihp/image/278.jp2
Marching Band Photo Group 20-197		Cheerleaders and Flag Squad	196?		20-197		University of Idaho Marching Band		Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	20-197	University of Idaho Library		University of Idaho Publications Department Negatives	Image;StillImage	Black and white negative	.jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/244	244	279.cpd	/spec_uihp/image/279.cpd
Photograph 1					92-693							2010-08	92-693a			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/245	245	280.jp2	/spec_uihp/image/280.jp2
Photograph 2		Band conductor wearing University of Idaho sweater and holding a baton.			92-693							2010-08	92-693b			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/246	246	281.jp2	/spec_uihp/image/281.jp2
Marching Band Photo Group 92-693		Band conductor wearing University of Idaho sweater and holding a baton.	1940	y	92-693		University of Idaho Marching Band		Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	92-693	University of Idaho Library		Hodgins Drug Store Collection	Image;StillImage	Black and white negative	.jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/247	247	282.cpd	/spec_uihp/image/282.cpd
Photograph 1					92-2810							2010-08	92-2810a			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/248	248	283.jp2	/spec_uihp/image/283.jp2
Photograph 2					92-2810							2010-08	92-2810b			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/249	249	284.jp2	/spec_uihp/image/284.jp2
Marching Band Photo Group 92-2810		Band on stage performing a concert.	1930	y	92-2810		University of Idaho Marching Band		Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 800 dpi TIFF.	2010-08	92-2810	University of Idaho Library		Hodgins Drug Store Collection	Image;StillImage	Black and white negative	.jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/250	250	285.cpd	/spec_uihp/image/285.cpd
Photograph 1					92-3528							2010-08	92-3528a			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/251	251	286.jp2	/spec_uihp/image/286.jp2
Photograph 2					92-3528							2010-08	92-3528b			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/252	252	287.jp2	/spec_uihp/image/287.jp2
Photograph 3					92-3528							2010-08	92-3528c			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/253	253	288.jp2	/spec_uihp/image/288.jp2
Photograph 4					92-3528							2010-08	92-3528d			Hodgins Drug Store Collection				To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-09-08	2010-09-08	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/254	254	289.jp2	/spec_uihp/image/289.jp2
